expocode,cruise,station,region,cast,year,month,day,hour,minute,latitude,longitude,bottomdepth,maxsampdepth,bottle,pressure,depth,temperature,theta,salinity,salinityf,salinityqc,sigma0,sigma1,sigma2,sigma3,sigma4,gamma,oxygen,oxygenf,oxygenqc,aou,aouf,nitrate,nitratef,nitrateqc,nitrite,nitritef,silicate,silicatef,silicateqc,phosphate,phosphatef,phosphateqc,tco2,tco2f,tco2qc,talk,talkf,talkqc,fco2,fco2f,fco2temp,phts25p0,phts25p0f,phtsinsitutp,phtsinsitutpf,phtsqc,cfc11,pcfc11,cfc11f,cfc11qc,cfc12,pcfc12,cfc12f,cfc12qc,cfc113,pcfc113,cfc113f,cfc113qc,ccl4,pccl4,ccl4f,ccl4qc,sf6,psf6,sf6f,sf6qc,c13,c13f,c13qc,c14,c14f,c14err,h3,h3f,h3err,he3,he3f,he3err,he,hef,heerr,neon,neonf,neonerr,o18,o18f,toc,tocf,doc,docf,don,donf,tdn,tdnf,chla,chlaf,doi,second,datetime,salinity_absolute,pH_total,pco2,pH_total_bias,pco2_bias,pH_total_random,pco2_random,temperature_bias,theta_bias,salinity_bias,oxygen_bias,aou_bias,nitrate_bias,tco2_bias,talk_bias,gamma_teos
316N19720718,236,64,1,9,1972,12,5,0,0,-39.058,-48.55,5457,5447,15,744,738,3.367,3.3162,34.238,2,1,27.248,31.869,36.386,40.802,45.117,27.4326389270886,240.57,2,1,81.7134616859591,2,29.8,2,1,NaN,9,27.3,2,1,2.04,2,1,2169,2,1,2289,2,1,884.37,0,20,7.674,0,7.9657,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,34.4009329740997,7.99141274534152,441.372061545554,0.0093243765593353,11.2636870359256,0.0669684966719588,72.7386724216664,0.002,0.002,0.005,2.4057,0.817134616859591,0.596,10,10,27.4326389270886
316N19720718,236,64,1,9,1972,12,5,0,0,-39.058,-48.55,5457,5447,16,825,818,3.225,3.169,34.264,2,1,27.282,31.907,36.428,40.847,45.166,27.4716651427725,230.67,2,1,92.7221169098605,2,31,2,1,NaN,9,33.3,2,1,2.17,2,1,2182,2,1,2298,2,1,916.1,0,20,7.6619,0,7.9517,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,0.22,2,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,34.4273535883088,7.97842000420731,453.867794515075,0.0092469168419504,11.4789667542673,0.0677230917465384,75.4842660113024,0.002,0.002,0.005,2.3067,0.927221169098605,0.62,10,10,27.4716651427725
316N19720718,236,64,1,9,1972,12,5,0,0,-39.058,-48.55,5457,5447,17,901,893,2.982,2.922,34.275,2,1,27.313,31.945,36.472,40.898,45.223,27.5098068490541,226.71,2,1,98.6383409531434,2,31.7,2,1,NaN,9,37.4,2,1,2.23,2,1,2187,2,1,2298,2,1,949.12,0,20,7.6482,0,7.9376,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,0.1,2,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,34.4387110065859,7.9653464020571,465.389649163987,0.0091491035285398,11.6386767116575,0.0688520746183255,78.5053300451484,0.002,0.002,0.005,2.2671,0.986383409531434,0.634,10,10,27.5098068490541
316N19720718,236,64,1,9,1972,12,5,0,0,-39.058,-48.55,5457,5447,18,998,989,2.861,2.7946,34.327,2,1,27.366,32.001,36.531,40.959,45.287,27.5664852550255,213.84,2,1,112.411482914926,2,32.6,2,1,NaN,9,44.5,2,1,2.29,2,1,2204,2,1,2306,2,1,1017.8,0,20,7.6224,0,7.9075,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,0.06,2,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,34.4913979488954,7.93625712088102,497.00636529025,0.0089658838889496,12.1537897697089,0.0706899041745427,85.7146002061126,0.002,0.002,0.005,2.1384,1.12411482914926,0.652,10,10,27.5664852550255
316N19720718,236,64,1,9,1972,12,5,0,0,-39.058,-48.55,5457,5447,19,1107,1097,2.765,2.6911,34.386,2,1,27.422,32.059,36.592,41.022,45.352,27.6278294531479,201.96,2,1,124.987325944784,2,33.3,2,1,NaN,9,51.7,2,1,2.33,2,1,2209,2,1,2310,2,1,1029.9,0,20,7.6184,0,7.9003,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,0.11,2,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,34.5511921130242,7.92966677463846,499.84709562825,0.0089367288053696,12.1835802524944,0.0708718378076658,86.3733943247661,0.002,0.002,0.005,2.0196,1.24987325944784,0.666,10,10,27.6278294531479
316N19720718,236,64,1,9,1972,12,5,0,0,-39.058,-48.55,5457,5447,20,1212,1201,2.657,2.5761,34.417,2,1,27.457,32.097,36.632,41.066,45.398,27.6691969808663,198,2,1,129.809632821399,2,33.4,2,1,NaN,9,55.1,2,1,2.35,2,1,2229,2,1,2318,2,1,1127.9,0,20,7.5845,0,7.8603,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,34.5827922177752,7.89050260751548,546.714351093349,0.0086748332265983,12.8796761960518,0.0733268205310115,97.2188422578331,0.002,0.002,0.005,1.98,1.29809632821399,0.668,10,10,27.6691969808663
316N19720718,236,64,1,9,1972,12,5,0,0,-39.058,-48.55,5457,5447,21,1310,1297,2.605,2.517,34.456,2,1,27.494,32.135,36.671,41.106,45.439,27.7101165696388,192.06,2,1,136.137117597748,2,33.5,2,1,NaN,9,57.6,2,1,2.37,2,1,2222,2,1,2320,2,1,1060.8,0,20,7.6085,0,7.8838,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,34.622352595854,7.91394842184567,510.191888680044,0.0088604973818101,12.323219320151,0.0714226580566395,88.6996177197781,0.002,0.002,0.005,1.9206,1.36137117597748,0.67,10,10,27.7101165696388
316N19720718,236,64,1,9,1972,12,5,0,0,-39.058,-48.55,5457,5447,22,1416,1402,2.554,2.4581,34.514,2,1,27.545,32.187,36.725,41.16,45.495,27.7651890171802,189.09,2,1,139.446607312645,2,33.9,2,1,NaN,9,64.5,2,1,2.36,2,1,2232,2,1,2329,2,1,1076,0,20,7.6043,0,7.8758,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,34.6809384577748,7.90633981315094,515.640341574666,0.0088309487265859,12.41003327921,0.0715036910412886,89.6898734105123,0.002,0.002,0.005,1.8909,1.39446607312645,0.678,10,10,27.7651890171802
316N19720718,236,64,1,9,1972,12,5,0,0,-39.058,-48.55,5457,5447,23,1520,1504,2.595,2.4902,34.563,2,1,27.581,32.222,36.759,41.193,45.527,27.7994490539459,182.16,2,1,145.991158631421,2,33.1,2,1,NaN,9,68.4,2,1,2.35,2,1,2230,2,1,2330,2,1,1055.8,0,20,7.6117,0,7.8792,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,34.7303571630058,7.90966515021326,505.280282227729,0.0088863898236971,12.2527101749163,0.0708709237727992,87.2143492747203,0.002,0.002,0.005,1.8216,1.45991158631421,0.662,10,10,27.7994490539459
316N19720718,236,64,1,9,1972,12,5,0,0,-39.058,-48.55,5457,5447,24,1629,1612,2.603,2.4891,34.613,2,1,27.621,32.262,36.798,41.232,45.565,27.8372877624133,181.17,2,1,146.865978584716,2,32.5,2,1,NaN,9,70.3,2,1,2.29,2,1,2242,2,1,2335,2,1,1113.1,0,20,7.592,0,7.8529,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,34.7806010947457,7.88340128008052,533.905094945725,0.0087328206281969,12.6935670078508,0.0722843114011327,93.6979448452548,0.002,0.002,0.005,1.8117,1.46865978584716,0.65,10,10,27.8372877624133
316N19720718,236,64,1,7,1972,12,5,0,0,-39.058,-48.55,5457,5447,2,1644,1627,2.584,2.4691,34.619,2,1,27.628,32.269,36.806,41.24,45.574,27.8441740381674,181.17,2,1,147.01516012952,2,32.6,2,1,NaN,9,68.8,2,1,2.28,2,1,2244,2,1,2335,2,1,1128.9,0,20,7.5865,0,7.8465,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,34.7866303991009,7.87703833321999,541.536395771748,0.0086885809672778,12.8001534164123,0.0727097924947308,95.5140894543642,0.002,0.002,0.005,1.8117,1.4701516012952,0.652,10,10,27.8441740381674
316N19720718,236,64,1,7,1972,12,5,0,0,-39.058,-48.55,5457,5447,3,1849,1829,2.746,2.6113,34.702,2,1,27.682,32.319,36.851,41.281,45.61,27.8869873811328,190.08,2,1,136.736444236114,2,30.6,2,1,NaN,9,63,2,1,2.11,2,1,2228,2,1,2332,2,1,1029.1,0,20,7.6217,0,7.8747,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,34.8699110804768,7.90373169538172,493.624623644063,0.0089477586417209,12.0777295983644,0.0700527702845069,84.341129653936,0.002,0.002,0.005,1.9008,1.36736444236114,0.612,10,10,27.8869873811328
316N19720718,236,64,1,7,1972,12,5,0,0,-39.058,-48.55,5457,5447,4,2073,2049,2.953,2.795,34.791,2,1,27.737,32.368,36.894,41.319,45.643,27.9269949616252,207.9,2,1,117.206850181442,2,27.4,2,1,NaN,9,52.7,2,1,1.89,2,1,2211,2,1,2334,2,1,905.59,0,20,7.6711,0,7.9169,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,34.9590147126997,7.94379929107604,434.672034193572,0.0092836011453188,11.084269533142,0.0660494463478178,70.5928762769748,0.002,0.002,0.005,2.079,1.17206850181442,0.548,10,10,27.9269949616252
316N19720718,236,64,1,7,1972,12,5,0,0,-39.058,-48.55,5457,5447,5,2175,2149,2.73,2.5662,34.772,2,1,27.742,32.379,36.912,41.343,45.673,27.9440426919464,203.94,2,1,123.071097443305,2,28.4,2,1,NaN,9,61.3,2,1,1.98,2,1,2219,2,1,2331,2,1,974.14,0,20,7.6426,0,7.8849,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,34.9398210916356,7.91323044305846,463.840997398315,0.0090839179398592,11.5566594601327,0.0684820670664612,77.7230618974615,0.002,0.002,0.005,2.0394,1.23071097443305,0.568,10,10,27.9440426919464
316N19720718,236,64,1,7,1972,12,5,0,0,-39.058,-48.55,5457,5447,6,2361,2332,2.81,2.6273,34.828,2,1,27.781,32.416,36.947,41.376,45.704,27.9765578066175,217.8,2,1,108.574932174472,2,25.9,2,1,NaN,9,52.9,2,1,1.81,2,1,2212,2,1,2336,2,1,901.1,0,20,7.6733,0,7.91,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,34.9959740189915,7.93695280766184,428.276578616034,0.0092853002809836,10.9343793800053,0.0659281341865546,69.4339630935876,0.002,0.002,0.005,2.178,1.08574932174472,0.518,10,10,27.9765578066175
316N19720718,236,64,1,7,1972,12,5,0,0,-39.058,-48.55,5457,5447,7,2533,2501,2.835,2.6352,34.863,2,1,27.809,32.443,36.973,41.401,45.729,28.0009435541643,228.69,2,1,97.5343284056683,2,23.9,2,1,NaN,9,45.6,2,1,1.65,2,1,2191,2,1,2331,2,1,808.49,0,20,7.7139,0,7.9469,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,35.0311148607518,7.97268903619084,382.358990972564,0.0095277688878609,10.0406118056824,0.0627911918783375,59.4552637921561,0.002,0.002,0.005,2.2869,0.975343284056683,0.478,10,10,28.0009435541643
316N19720718,236,64,1,7,1972,12,5,0,0,-39.058,-48.55,5457,5447,8,2686,2651,2.752,2.5387,34.868,2,1,27.821,32.458,36.991,41.422,45.752,28.0183436762843,232.65,2,1,94.3479654563735,2,23.9,2,1,NaN,9,46.3,2,1,1.65,2,1,2193,2,1,2331,2,1,819.08,0,20,7.7089,0,7.9367,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,35.0364056755859,7.96272347167144,385.417764929683,0.0094912841345667,10.0852414544455,0.0632492257852061,60.3043779970965,0.002,0.002,0.005,2.3265,0.943479654563736,0.478,10,10,28.0183436762843
316N19720718,236,64,1,7,1972,12,5,0,0,-39.058,-48.55,5457,5447,9,2869,2830,2.459,2.2336,34.834,2,1,27.82,32.465,37.007,41.445,45.783,28.0385334053295,222.75,2,1,106.840226688479,2,25.7,2,1,NaN,9,58.1,2,1,1.78,2,1,2206,2,1,2335,2,1,871.82,0,20,7.6857,0,7.9087,0,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl,0,1972-12-05 00:00:00,35.0027539324306,7.93645060414163,404.588870600943,0.0093434482870297,10.4185652864354,0.065137487821012,64.9147817467992,0.002,0.002,0.005,2.2275,1.06840226688479,0.514,10,10,28.0385334053295
