expocode,cruise,station,region,cast,year,month,day,hour,minute,latitude,longitude,bottomdepth,maxsampdepth,bottle,pressure,depth,temperature,theta,salinity,salinityf,salinityqc,sigma0,sigma1,sigma2,sigma3,sigma4,gamma,oxygen,oxygenf,oxygenqc,aou,aouf,nitrate,nitratef,nitrateqc,nitrite,nitritef,silicate,silicatef,silicateqc,phosphate,phosphatef,phosphateqc,tco2,tco2f,tco2qc,talk,talkf,talkqc,fco2,fco2f,fco2temp,phts25p0,phts25p0f,phtsinsitutp,phtsinsitutpf,phtsqc,cfc11,pcfc11,cfc11f,cfc11qc,cfc12,pcfc12,cfc12f,cfc12qc,cfc113,pcfc113,cfc113f,cfc113qc,ccl4,pccl4,ccl4f,ccl4qc,sf6,psf6,sf6f,sf6qc,c13,c13f,c13qc,c14,c14f,c14err,h3,h3f,h3err,he3,he3f,he3err,he,hef,heerr,neon,neonf,neonerr,o18,o18f,toc,tocf,doc,docf,don,donf,tdn,tdnf,chla,chlaf,doi,second,datetime,salinity_absolute,pH_total,pco2,pH_total_bias,pco2_bias,pH_total_random,pco2_random
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,15.0,744.0,738.0,3.367,3.3162,34.238,2,1,27.248,31.869,36.386,40.802,45.117,27.4326389270886,240.57,2,1,81.71346168595909,2,29.8,2,1,,9,27.3,2,1,2.04,2,1,2169.0,2,1,2289.0,2,1,884.37,0,20.0,7.674,0,7.9657,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.4009490135081,7.991412745341525,441.37206154555355,0.009324376559335322,11.26368703592562,0.06696849667195887,72.73867242166644
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,16.0,825.0,818.0,3.225,3.169,34.264,2,1,27.282,31.907,36.428,40.847,45.166,27.4716651427725,230.67,2,1,92.72211690986049,2,31.0,2,1,,9,33.3,2,1,2.17,2,1,2182.0,2,1,2298.0,2,1,916.1,0,20.0,7.6619,0,7.9517,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,0.22,2,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.427366483681524,7.978420004207314,453.8677945150753,0.0092469168419504,11.47896675426733,0.06772309174653841,75.48426601130237
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,17.0,901.0,893.0,2.982,2.922,34.275,2,1,27.313,31.945,36.472,40.898,45.223,27.5098068490541,226.71,2,1,98.6383409531434,2,31.7,2,1,,9,37.4,2,1,2.23,2,1,2187.0,2,1,2298.0,2,1,949.12,0,20.0,7.6482,0,7.9376,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,0.1,2,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.43872090284607,7.965346402057101,465.3896491639872,0.009149103528539877,11.63867671165751,0.06885207461832554,78.50533004514843
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,18.0,998.0,989.0,2.861,2.7946,34.327,2,1,27.366,32.001,36.531,40.959,45.287,27.5664852550255,213.84,2,1,112.41148291492615,2,32.6,2,1,,9,44.5,2,1,2.29,2,1,2204.0,2,1,2306.0,2,1,1017.8,0,20.0,7.6224,0,7.9075,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,0.06,2,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.49139251393809,7.936257120881021,497.00636529025,0.008965883888949606,12.153789769708883,0.07068990417454275,85.71460020611256
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,19.0,1107.0,1097.0,2.765,2.6911,34.386,2,1,27.422,32.059,36.592,41.022,45.352,27.6278294531479,201.96,2,1,124.98732594478449,2,33.3,2,1,,9,51.7,2,1,2.33,2,1,2209.0,2,1,2310.0,2,1,1029.9,0,20.0,7.6184,0,7.9003,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,0.11,2,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.55116467779415,7.929666774638459,499.84709562824975,0.008936728805369649,12.183580252494403,0.07087183780766586,86.37339432476612
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,20.0,1212.0,1201.0,2.657,2.5761,34.417,2,1,27.457,32.097,36.632,41.066,45.398,27.6691969808663,198.0,2,1,129.80963282139885,2,33.4,2,1,,9,55.1,2,1,2.35,2,1,2229.0,2,1,2318.0,2,1,1127.9,0,20.0,7.5845,0,7.8603,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.58275229851388,7.890502607515476,546.7143510933494,0.008674833226598393,12.879676196051829,0.07332682053101153,97.21884225783307
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,21.0,1310.0,1297.0,2.605,2.517,34.456,2,1,27.494,32.135,36.671,41.106,45.439,27.7101165696388,192.06,2,1,136.13711759774833,2,33.5,2,1,,9,57.6,2,1,2.37,2,1,2222.0,2,1,2320.0,2,1,1060.8,0,20.0,7.6085,0,7.8838,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.622300769583504,7.913948421845674,510.19188868004375,0.008860497381810153,12.323219320151013,0.07142265805663953,88.69961771977809
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,22.0,1416.0,1402.0,2.554,2.4581,34.514,2,1,27.545,32.187,36.725,41.16,45.495,27.7651890171802,189.09,2,1,139.4466073126454,2,33.9,2,1,,9,64.5,2,1,2.36,2,1,2232.0,2,1,2329.0,2,1,1076.0,0,20.0,7.6043,0,7.8758,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.6808747412546,7.906339813150942,515.6403415746664,0.008830948726585967,12.410033279209976,0.07150369104128869,89.6898734105123
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,23.0,1520.0,1504.0,2.595,2.4902,34.563,2,1,27.581,32.222,36.759,41.193,45.527,27.7994490539459,182.16,2,1,145.99115863142092,2,33.1,2,1,,9,68.4,2,1,2.35,2,1,2230.0,2,1,2330.0,2,1,1055.8,0,20.0,7.6117,0,7.8792,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.7302512162369,7.9096651502132636,505.2802822277286,0.008886389823697188,12.252710174916304,0.07087092377279922,87.21434927472032
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,24.0,1629.0,1612.0,2.603,2.4891,34.613,2,1,27.621,32.262,36.798,41.232,45.565,27.8372877624133,181.17,2,1,146.86597858471626,2,32.5,2,1,,9,70.3,2,1,2.29,2,1,2242.0,2,1,2335.0,2,1,1113.1,0,20.0,7.592,0,7.8529,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.78048749900395,7.883401280080518,533.9050949457253,0.008732820628196983,12.693567007850804,0.0722843114011327,93.69794484525482
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,2.0,1644.0,1627.0,2.584,2.4691,34.619,2,1,27.628,32.269,36.806,41.24,45.574,27.8441740381674,181.17,2,1,147.01516012952018,2,32.6,2,1,,9,68.8,2,1,2.28,2,1,2244.0,2,1,2335.0,2,1,1128.9,0,20.0,7.5865,0,7.8465,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.78651575196979,7.877038333219988,541.5363957717477,0.008688580967277879,12.800153416412282,0.07270979249473086,95.5140894543642
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,3.0,1849.0,1829.0,2.746,2.6113,34.702,2,1,27.682,32.319,36.851,41.281,45.61,27.8869873811328,190.08,2,1,136.73644423611435,2,30.6,2,1,,9,63.0,2,1,2.11,2,1,2228.0,2,1,2332.0,2,1,1029.1,0,20.0,7.6217,0,7.8747,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.86983335178892,7.90373169538172,493.6246236440635,0.008947758641720918,12.077729598364392,0.07005277028450696,84.341129653936
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,4.0,2073.0,2049.0,2.953,2.795,34.791,2,1,27.737,32.368,36.894,41.319,45.643,27.9269949616252,207.9,2,1,117.20685018144152,2,27.4,2,1,,9,52.7,2,1,1.89,2,1,2211.0,2,1,2334.0,2,1,905.59,0,20.0,7.6711,0,7.9169,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.95905970843095,7.943799291076042,434.67203419357236,0.00928360114531887,11.084269533142034,0.06604944634781787,70.59287627697483
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,5.0,2175.0,2149.0,2.73,2.5662,34.772,2,1,27.742,32.379,36.912,41.343,45.673,27.9440426919464,203.94,2,1,123.07109744330512,2,28.4,2,1,,9,61.3,2,1,1.98,2,1,2219.0,2,1,2331.0,2,1,974.14,0,20.0,7.6426,0,7.8849,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.93990636772704,7.913230443058455,463.8409973983146,0.009083917939859205,11.55665946013274,0.06848206706646129,77.72306189746152
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,6.0,2361.0,2332.0,2.81,2.6273,34.828,2,1,27.781,32.416,36.947,41.376,45.704,27.9765578066175,217.8,2,1,108.57493217447177,2,25.9,2,1,,9,52.9,2,1,1.81,2,1,2212.0,2,1,2336.0,2,1,901.1,0,20.0,7.6733,0,7.91,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.99613204643419,7.936952807661838,428.2765786160343,0.009285300280983637,10.934379380005298,0.06592813418655465,69.43396309358756
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,7.0,2533.0,2501.0,2.835,2.6352,34.863,2,1,27.809,32.443,36.973,41.401,45.729,28.0009435541643,228.69,2,1,97.5343284056683,2,23.9,2,1,,9,45.6,2,1,1.65,2,1,2191.0,2,1,2331.0,2,1,808.49,0,20.0,7.7139,0,7.9469,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,35.031339087059784,7.9726890361908405,382.3589909725644,0.009527768887860989,10.040611805682385,0.06279119187833752,59.45526379215609
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,8.0,2686.0,2651.0,2.752,2.5387,34.868,2,1,27.821,32.458,36.991,41.422,45.752,28.0183436762843,232.65,2,1,94.34796545637354,2,23.9,2,1,,9,46.3,2,1,1.65,2,1,2193.0,2,1,2331.0,2,1,819.08,0,20.0,7.7089,0,7.9367,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,35.03665479226112,7.962723471671442,385.4177649296827,0.009491284134566716,10.085241454445512,0.06324922578520617,60.30437799709652
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,9.0,2869.0,2830.0,2.459,2.2336,34.834,2,1,27.82,32.465,37.007,41.445,45.783,28.0385334053295,222.75,2,1,106.84022668847865,2,25.7,2,1,,9,58.1,2,1,1.78,2,1,2206.0,2,1,2335.0,2,1,871.82,0,20.0,7.6857,0,7.9087,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,35.00297836778371,7.936450604141632,404.5888706009431,0.009343448287029791,10.418565286435406,0.06513748782101203,64.91478174679916
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,10.0,2972.0,2931.0,2.403,2.1684,34.837,2,1,27.828,32.475,37.018,41.458,45.798,28.0501814509771,226.71,2,1,103.41312405234223,2,25.5,2,1,,9,58.2,2,1,1.76,2,1,2216.0,2,1,2341.0,2,1,898.51,0,20.0,7.6752,0,7.894,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,35.00636736125195,7.921829508685361,416.0855559341497,0.009272806492635921,10.62973065531599,0.06592753740998597,67.43678136921343
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,11.0,3127.0,3083.0,2.192,1.9465,34.817,2,1,27.829,32.483,37.032,41.479,45.824,28.068785206216,221.76,2,1,110.26461621428268,2,25.1,2,1,,9,66.7,2,1,1.83,2,1,2209.0,2,1,2338.0,2,1,874.32,0,20.0,7.6851,0,7.9019,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.98692528373467,7.930712681966036,399.3276692656128,0.009331261245565114,10.277733309241436,0.06522876922427497,64.13743919941503
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,12.0,3279.0,3232.0,1.939,1.684,34.794,2,1,27.831,32.493,37.049,41.503,45.855,28.0916195078395,218.79,2,1,115.50716391460693,2,26.5,2,1,,9,77.3,2,1,1.92,2,1,2231.0,2,1,2349.0,2,1,948.02,0,20.0,7.6559,0,7.8676,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.9645353490025,7.897949045773512,428.7275880489984,0.009137323646682965,10.79099192462991,0.06747473247638519,70.86477013032957
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,15.0,3493.0,3441.0,1.54,1.2731,34.752,2,1,27.828,32.501,37.069,41.534,45.897,28.1235974148955,209.88,2,1,128.0448656000812,2,29.7,2,1,,9,95.1,2,1,2.07,2,1,2240.0,2,1,2356.0,2,1,966.86,0,20.0,7.6495,0,7.858,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.923214601952075,7.8905461618053145,427.9711371603922,0.009090264196689173,10.719679693972937,0.06794655223503422,71.1453015139796
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,16.0,3697.0,3640.0,1.191,0.91233,34.725,2,1,27.83,32.514,37.093,41.568,45.94,28.159215659272,207.9,2,1,133.2408974434733,2,31.3,2,1,,9,106.0,2,1,2.17,2,1,2252.0,2,1,2360.0,2,1,1024.0,0,20.0,7.628,0,7.8311,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.89675327456916,7.8654159404638,446.5249376107019,0.008931131827313518,10.977743916777365,0.06973320239420168,75.90028017905497
