expocode,cruise,station,region,cast,year,month,day,hour,minute,latitude,longitude,bottomdepth,maxsampdepth,bottle,pressure,depth,temperature,theta,salinity,salinityf,salinityqc,sigma0,sigma1,sigma2,sigma3,sigma4,gamma,oxygen,oxygenf,oxygenqc,aou,aouf,nitrate,nitratef,nitrateqc,nitrite,nitritef,silicate,silicatef,silicateqc,phosphate,phosphatef,phosphateqc,tco2,tco2f,tco2qc,talk,talkf,talkqc,fco2,fco2f,fco2temp,phts25p0,phts25p0f,phtsinsitutp,phtsinsitutpf,phtsqc,cfc11,pcfc11,cfc11f,cfc11qc,cfc12,pcfc12,cfc12f,cfc12qc,cfc113,pcfc113,cfc113f,cfc113qc,ccl4,pccl4,ccl4f,ccl4qc,sf6,psf6,sf6f,sf6qc,c13,c13f,c13qc,c14,c14f,c14err,h3,h3f,h3err,he3,he3f,he3err,he,hef,heerr,neon,neonf,neonerr,o18,o18f,toc,tocf,doc,docf,don,donf,tdn,tdnf,chla,chlaf,doi,second,datetime,salinity_absolute,pH_total,pco2,pH_total_bias,pco2_bias,pH_total_random,pco2_random,temperature_bias,theta_bias,salinity_bias,oxygen_bias,aou_bias,nitrate_bias,phosphate_bias,silicate_bias,tco2_bias,talk_bias
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,15.0,744.0,738.0,3.367,3.3162,34.238,2,1,27.248,31.869,36.386,40.802,45.117,27.4326389270886,240.57,2,1,81.71346168595909,2,29.8,2,1,,9,27.3,2,1,2.04,2,1,2169.0,2,1,2289.0,2,1,884.37,0,20.0,7.674,0,7.9657,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.40093297409972,7.991412745341525,441.3720615455536,0.0093243765593353,11.26368703592562,0.0669684966719588,72.73867242166644,0.002,0.002,0.005,2.4057,0.8171346168595909,0.596,0.0408,0.546,10.0,10.0
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,16.0,825.0,818.0,3.225,3.169,34.264,2,1,27.282,31.907,36.428,40.847,45.166,27.4716651427725,230.67,2,1,92.72211690986047,2,31.0,2,1,,9,33.3,2,1,2.17,2,1,2182.0,2,1,2298.0,2,1,916.1,0,20.0,7.6619,0,7.9517,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,0.22,2,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.42735358830876,7.978420004207314,453.8677945150753,0.0092469168419504,11.47896675426733,0.0677230917465384,75.48426601130237,0.002,0.002,0.005,2.3066999999999998,0.9272211690986047,0.62,0.0434,0.6659999999999999,10.0,10.0
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,17.0,901.0,893.0,2.982,2.922,34.275,2,1,27.313,31.945,36.472,40.898,45.223,27.5098068490541,226.71,2,1,98.6383409531434,2,31.7,2,1,,9,37.4,2,1,2.23,2,1,2187.0,2,1,2298.0,2,1,949.12,0,20.0,7.6482,0,7.9376,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,0.1,2,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.43871100658588,7.965346402057101,465.3896491639872,0.0091491035285398,11.63867671165751,0.0688520746183255,78.50533004514843,0.002,0.002,0.005,2.2671,0.986383409531434,0.634,0.0446,0.748,10.0,10.0
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,18.0,998.0,989.0,2.861,2.7946,34.327,2,1,27.366,32.001,36.531,40.959,45.287,27.5664852550255,213.84,2,1,112.41148291492615,2,32.6,2,1,,9,44.5,2,1,2.29,2,1,2204.0,2,1,2306.0,2,1,1017.8,0,20.0,7.6224,0,7.9075,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,0.06,2,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.491397948895354,7.936257120881021,497.00636529025,0.0089658838889496,12.153789769708885,0.0706899041745427,85.71460020611256,0.002,0.002,0.005,2.1384000000000003,1.1241148291492615,0.652,0.0458,0.89,10.0,10.0
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,19.0,1107.0,1097.0,2.765,2.6911,34.386,2,1,27.422,32.059,36.592,41.022,45.352,27.6278294531479,201.96,2,1,124.98732594478447,2,33.3,2,1,,9,51.7,2,1,2.33,2,1,2209.0,2,1,2310.0,2,1,1029.9,0,20.0,7.6184,0,7.9003,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,0.11,2,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.551192113024165,7.929666774638459,499.84709562824975,0.0089367288053696,12.183580252494403,0.0708718378076658,86.37339432476612,0.002,0.002,0.005,2.0196,1.2498732594478448,0.6659999999999999,0.0466,1.034,10.0,10.0
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,20.0,1212.0,1201.0,2.657,2.5761,34.417,2,1,27.457,32.097,36.632,41.066,45.398,27.6691969808663,198.0,2,1,129.80963282139885,2,33.4,2,1,,9,55.1,2,1,2.35,2,1,2229.0,2,1,2318.0,2,1,1127.9,0,20.0,7.5845,0,7.8603,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.582792217775186,7.890502607515476,546.7143510933494,0.0086748332265983,12.879676196051827,0.0733268205310115,97.21884225783307,0.002,0.002,0.005,1.98,1.2980963282139886,0.668,0.047,1.102,10.0,10.0
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,21.0,1310.0,1297.0,2.605,2.517,34.456,2,1,27.494,32.135,36.671,41.106,45.439,27.7101165696388,192.06,2,1,136.13711759774833,2,33.5,2,1,,9,57.6,2,1,2.37,2,1,2222.0,2,1,2320.0,2,1,1060.8,0,20.0,7.6085,0,7.8838,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.62235259585401,7.913948421845674,510.19188868004375,0.0088604973818101,12.323219320151011,0.0714226580566395,88.69961771977809,0.002,0.002,0.005,1.9206,1.3613711759774834,0.67,0.047400000000000005,1.1520000000000001,10.0,10.0
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,22.0,1416.0,1402.0,2.554,2.4581,34.514,2,1,27.545,32.187,36.725,41.16,45.495,27.7651890171802,189.09,2,1,139.4466073126454,2,33.9,2,1,,9,64.5,2,1,2.36,2,1,2232.0,2,1,2329.0,2,1,1076.0,0,20.0,7.6043,0,7.8758,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.68093845777479,7.906339813150942,515.6403415746664,0.0088309487265859,12.410033279209976,0.0715036910412886,89.6898734105123,0.002,0.002,0.005,1.8909,1.394466073126454,0.6779999999999999,0.0472,1.29,10.0,10.0
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,23.0,1520.0,1504.0,2.595,2.4902,34.563,2,1,27.581,32.222,36.759,41.193,45.527,27.7994490539459,182.16,2,1,145.99115863142092,2,33.1,2,1,,9,68.4,2,1,2.35,2,1,2230.0,2,1,2330.0,2,1,1055.8,0,20.0,7.6117,0,7.8792,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.730357163005806,7.909665150213263,505.2802822277286,0.0088863898236971,12.252710174916304,0.0708709237727992,87.21434927472032,0.002,0.002,0.005,1.8216,1.4599115863142091,0.662,0.047,1.368,10.0,10.0
316N19720718,236,64.0,1,9.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,24.0,1629.0,1612.0,2.603,2.4891,34.613,2,1,27.621,32.262,36.798,41.232,45.565,27.8372877624133,181.17,2,1,146.86597858471626,2,32.5,2,1,,9,70.3,2,1,2.29,2,1,2242.0,2,1,2335.0,2,1,1113.1,0,20.0,7.592,0,7.8529,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.78060109474567,7.883401280080518,533.9050949457253,0.0087328206281969,12.693567007850804,0.0722843114011327,93.69794484525482,0.002,0.002,0.005,1.8116999999999999,1.4686597858471626,0.65,0.0458,1.406,10.0,10.0
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,2.0,1644.0,1627.0,2.584,2.4691,34.619,2,1,27.628,32.269,36.806,41.24,45.574,27.8441740381674,181.17,2,1,147.01516012952018,2,32.6,2,1,,9,68.8,2,1,2.28,2,1,2244.0,2,1,2335.0,2,1,1128.9,0,20.0,7.5865,0,7.8465,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.78663039910087,7.877038333219988,541.5363957717477,0.0086885809672778,12.800153416412282,0.0727097924947308,95.5140894543642,0.002,0.002,0.005,1.8116999999999999,1.4701516012952018,0.652,0.045599999999999995,1.376,10.0,10.0
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,3.0,1849.0,1829.0,2.746,2.6113,34.702,2,1,27.682,32.319,36.851,41.281,45.61,27.8869873811328,190.08,2,1,136.73644423611435,2,30.6,2,1,,9,63.0,2,1,2.11,2,1,2228.0,2,1,2332.0,2,1,1029.1,0,20.0,7.6217,0,7.8747,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.869911080476825,7.90373169538172,493.6246236440635,0.0089477586417209,12.077729598364392,0.0700527702845069,84.341129653936,0.002,0.002,0.005,1.9008000000000003,1.3673644423611435,0.612,0.0422,1.26,10.0,10.0
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,4.0,2073.0,2049.0,2.953,2.795,34.791,2,1,27.737,32.368,36.894,41.319,45.643,27.9269949616252,207.9,2,1,117.20685018144152,2,27.4,2,1,,9,52.7,2,1,1.89,2,1,2211.0,2,1,2334.0,2,1,905.59,0,20.0,7.6711,0,7.9169,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.959014712699656,7.943799291076042,434.6720341935724,0.0092836011453188,11.084269533142034,0.0660494463478178,70.59287627697483,0.002,0.002,0.005,2.079,1.1720685018144152,0.5479999999999999,0.0378,1.054,10.0,10.0
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,5.0,2175.0,2149.0,2.73,2.5662,34.772,2,1,27.742,32.379,36.912,41.343,45.673,27.9440426919464,203.94,2,1,123.07109744330512,2,28.4,2,1,,9,61.3,2,1,1.98,2,1,2219.0,2,1,2331.0,2,1,974.14,0,20.0,7.6426,0,7.8849,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.939821091635615,7.913230443058455,463.8409973983146,0.0090839179398592,11.55665946013274,0.0684820670664612,77.72306189746152,0.002,0.002,0.005,2.0394,1.2307109744330513,0.568,0.0396,1.226,10.0,10.0
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,6.0,2361.0,2332.0,2.81,2.6273,34.828,2,1,27.781,32.416,36.947,41.376,45.704,27.9765578066175,217.8,2,1,108.57493217447175,2,25.9,2,1,,9,52.9,2,1,1.81,2,1,2212.0,2,1,2336.0,2,1,901.1,0,20.0,7.6733,0,7.91,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,34.99597401899148,7.936952807661838,428.2765786160343,0.0092853002809836,10.934379380005298,0.0659281341865546,69.43396309358756,0.002,0.002,0.005,2.1780000000000004,1.0857493217447176,0.518,0.0362,1.058,10.0,10.0
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,7.0,2533.0,2501.0,2.835,2.6352,34.863,2,1,27.809,32.443,36.973,41.401,45.729,28.0009435541643,228.69,2,1,97.5343284056683,2,23.9,2,1,,9,45.6,2,1,1.65,2,1,2191.0,2,1,2331.0,2,1,808.49,0,20.0,7.7139,0,7.9469,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,35.031114860751835,7.97268903619084,382.3589909725644,0.0095277688878609,10.040611805682383,0.0627911918783375,59.45526379215609,0.002,0.002,0.005,2.2869,0.975343284056683,0.478,0.033,0.912,10.0,10.0
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,8.0,2686.0,2651.0,2.752,2.5387,34.868,2,1,27.821,32.458,36.991,41.422,45.752,28.0183436762843,232.65,2,1,94.34796545637354,2,23.9,2,1,,9,46.3,2,1,1.65,2,1,2193.0,2,1,2331.0,2,1,819.08,0,20.0,7.7089,0,7.9367,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,35.03640567558593,7.962723471671442,385.4177649296827,0.0094912841345667,10.085241454445512,0.0632492257852061,60.30437799709652,0.002,0.002,0.005,2.3265000000000002,0.9434796545637355,0.478,0.033,0.9259999999999999,10.0,10.0
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,9.0,2869.0,2830.0,2.459,2.2336,34.834,2,1,27.82,32.465,37.007,41.445,45.783,28.0385334053295,222.75,2,1,106.84022668847864,2,25.7,2,1,,9,58.1,2,1,1.78,2,1,2206.0,2,1,2335.0,2,1,871.82,0,20.0,7.6857,0,7.9087,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,35.00275393243064,7.936450604141632,404.5888706009431,0.0093434482870297,10.418565286435406,0.065137487821012,64.91478174679916,0.002,0.002,0.005,2.2275,1.0684022668847863,0.514,0.0356,1.1620000000000001,10.0,10.0
316N19720718,236,64.0,1,7.0,1972,12,5,0.0,0.0,-39.058,-48.55,5457.0,5447.0,10.0,2972.0,2931.0,2.403,2.1684,34.837,2,1,27.828,32.475,37.018,41.458,45.798,28.0501814509771,226.71,2,1,103.41312405234224,2,25.5,2,1,,9,58.2,2,1,1.76,2,1,2216.0,2,1,2341.0,2,1,898.51,0,20.0,7.6752,0,7.894,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.glodapv2_geosecs_atl                             ,0,1972-12-05 00:00:00,35.006195707276774,7.921829508685361,416.0855559341497,0.0092728064926359,10.62973065531599,0.0659275374099859,67.43678136921343,0.002,0.002,0.005,2.2671,1.0341312405234224,0.51,0.0352,1.1640000000000001,10.0,10.0
